Product,Status,Release Date,Cores,Max. Turbo Freq.(GHz),Base Freq.(GHz),Cache(MB),Cache Info,Integrated Graphics
"Pentium 4 2.00 GHz, 512K Cache, 400 MHz FSB",Discontinued,Q1'02,1,N/A,2.00,0.5,L2 Cache,N/A
"Pentium 4 2.00 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.00,0.25,L2 Cache,N/A
"Pentium 4 1.90 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.90,0.25,L2 Cache,N/A
"Pentium 4 1.80 GHz, 512K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.80,0.5,L2 Cache,N/A
"Pentium 4 1.80 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.80,0.25,L2 Cache,N/A
"Pentium 4 1.70 GHz, 512K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.70,0.5,N/A,N/A
"Pentium 4 1.70 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.70,0.25,L2 Cache,N/A
"Pentium 4 1.60 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.60,0.25,L2 Cache,N/A
"Pentium 4 1.60 GHz, 512K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.60,0.5,L2 Cache,N/A
"Pentium 4 1.50 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.50,0.25,L2 Cache,N/A
"Pentium 4 1.40 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.40,0.25,L2 Cache,N/A
"Pentium 4 1.30 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.30,0.25,L2 Cache,N/A
Mobile Pentium 4 532 Supporting HT Technology,Discontinued,N/A,1,N/A,3.06,1,L2 Cache,N/A
Mobile Pentium 4 552 Supporting HT Technology,Discontinued,N/A,1,N/A,3.46,1,L2 Cache,N/A
Mobile Pentium 4 548 Supporting HT Technology,Discontinued,N/A,1,N/A,3.33,1,L2 Cache,N/A
Mobile Pentium 4 538 Supporting HT Technology,Discontinued,N/A,1,N/A,3.20,1,L2 Cache,N/A
Mobile Pentium 4 518 Supporting HT Technology,Discontinued,N/A,1,N/A,2.80,1,L2 Cache,N/A
"Mobile Pentium 4 Supporting HT Technology (3.20 GHz, 512K Cache, 533 MHz FSB)",Discontinued,N/A,1,N/A,3.20,0.5,L2 Cache,N/A
"Mobile Pentium 4 Supporting HT Technology (3.06 GHz, 512K Cache, 533 MHz FSB)",Discontinued,N/A,1,N/A,3.06,0.5,L2 Cache,N/A
"Mobile Pentium 4 Supporting HT Technology (2.80 GHz, 512K Cache, 533 MHz FSB)",Discontinued,N/A,1,N/A,2.80,0.5,L2 Cache,N/A
"Mobile Pentium 4 Supporting HT Technology (2.66 GHz, 512K Cache, 533 MHz FSB)",Discontinued,N/A,1,N/A,2.66,0.5,L2 Cache,N/A
"Mobile Pentium 4 Supporting HT Technology (2.40 GHz, 512K Cache, 533 MHz FSB)",Discontinued,N/A,1,N/A,2.40,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 2.60 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,2.60,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 2.50 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,2.50,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 2.40 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,2.40,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 2.30 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,2.30,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 2.20 GHz, 512K Cache, 400 MHz Cache",Discontinued,Q1'02,1,N/A,2.20,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 2.00 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,2.00,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 1.90 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,1.90,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 1.80 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,1.80,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 1.70 GHz, 512K Cache, 400 MHz Cache",Discontinued,Q1'02,1,N/A,1.70,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 1.60 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,1.60,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 1.50 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,1.50,0.5,L2 Cache,N/A
"Mobile Pentium 4 - M 1.40 GHz, 512K Cache, 400 MHz Cache",Discontinued,N/A,1,N/A,1.40,0.5,L2 Cache,N/A
"Pentium III - S 1.40 GHz, 512K Cache, 133 Mhz FSB",Discontinued,N/A,1,N/A,1.40,0.5,L2 Cache,N/A
"Pentium III 1.40 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.40,0.25,L2 Cache,N/A
"Pentium III 1.33 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.33,0.25,L2 Cache,N/A
"Pentium III - S 1.26 GHz, 512K Cache, 133 MHz FSB",Discontinued,Q4'01,1,N/A,1.26,0.5,L2 Cache,N/A
"Pentium III 1.20 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.20,0.25,L2 Cache,N/A
"Pentium III - S 1.13 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.13,0.5,L2 Cache,N/A
"Pentium III 1.13 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.13,0.25,L2 Cache,N/A
"Pentium III 1.10 GHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.10,0.25,L2 Cache,N/A
"Pentium III - S 1.00 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.00,0.5,L2 Cache,N/A
"Pentium III 1.00 GHz, 256K Cache, 133 MHz FSB",Discontinued,Q1'00,1,N/A,1.00,0.25,L2 Cache,N/A
"Pentium III 1.00 GHz, 256K Cache, 100 MHz FSB",Discontinued,Q1'00,1,N/A,1.00,0.25,L2 Cache,N/A
"Pentium III - S 933 MHz, 512K Cache, 133 MHz FSB",Discontinued,Q4'01,1,N/A,0.933,0.5,L2 Cache,N/A
"Pentium III 933 MHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.933,0.25,L2 Cache,N/A
"Pentium III 900 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.90,0.25,L2 Cache,N/A
"Pentium III 866 MHz, 256K Cache, 133 MHz FSB",Discontinued,Q1'00,1,N/A,0.866,0.25,L2 Cache,N/A
"Pentium III 850 MHz, 256K Cache, 100 MHz FSB",Discontinued,Q1'00,1,N/A,0.85,0.25,L2 Cache,N/A
"Pentium III - S 800 MHz, 512K Cache, 133 MHz FSB",Discontinued,Q4'01,1,N/A,0.80,0.5,L2 Cache,N/A
"Pentium III 800 MHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.25,L2 Cache,N/A
"Pentium III 800 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.25,L2 Cache,N/A
"Pentium III 750 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.75,0.25,L2 Cache,N/A
"Pentium III 733 Mhz, 256K Cache, 133 MHz FSB",Discontinued,Q1'00,1,N/A,0.733,0.25,L2 Cache,N/A
"Pentium III 700 MHz, 256K Cache, 100 MHz FSB",Discontinued,Q1'00,1,N/A,0.70,0.25,L2 Cache,N/A
"Pentium III 667 MHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.667,0.25,L2 Cache,N/A
"Pentium III 650 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.65,0.25,L2 Cache,N/A
"Pentium III 600 MHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.60,0.5,L2 Cache,N/A
"Pentium III 600 MHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.60,0.25,L2 Cache,N/A
"Pentium III 600 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.60,0.5,L2 Cache,N/A
"Pentium III 600 MHz, 256K Cache, 100 MHz FSB",Discontinued,Q1'00,1,N/A,0.60,0.25,L2 Cache,N/A
"Pentium III 550 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.55,0.25,L2 Cache,N/A
"Pentium III 533 MHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.533,0.5,L2 Cache,N/A
"Pentium III 550 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.55,0.5,L2 Cache,N/A
"Pentium III 533 MHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.533,0.25,L2 Cache,N/A
"Pentium III 500 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.50,0.5,L2 Cache,N/A
"Pentium III 500 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.50,0.25,L2 Cache,N/A
"Pentium III 450 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.45,0.5,L2 Cache,N/A
"Mobile Pentium III - M 1.33 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.33,0.5,L2 Cache,N/A
"Mobile Pentium III - M 1.26 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.26,0.5,L2 Cache,N/A
"Mobile Pentium III - M 1.20 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.20,0.5,L2 Cache,N/A
"Mobile Pentium III - M 1.13 Ghz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.13,0.5,L2 Cache,N/A
"Mobile Pentium III - M 1.06 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.06,0.5,L2 Cache,N/A
"Mobile Pentium III 1.06 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.06,0.5,L2 Cache,N/A
"Mobile Pentium III - M 1.00 GHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.00,0.5,L2 Cache,N/A
"Mobile Pentium III 1.00 GHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.00,0.25,L2 Cache,N/A
"Mobile Pentium III - M 933 MHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.933,0.5,L2 Cache,N/A
"Mobile Pentium III 900 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.90,0.25,L2 Cache,N/A
"Mobile Pentium III - M 866 MHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.866,0.5,L2 Cache,N/A
"Mobile Pentium III 800 MHz, 512K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.5,L2 Cache,N/A
"Mobile Pentium III 800 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.5,L2 Cache,N/A
"Mobile Pentium III 800 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.25,L2 Cache,N/A
"Mobile Pentium III 750 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.75,0.25,L2 Cache,N/A
"Mobile Pentium III 750 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.75,0.5,L2 Cache,N/A
"Mobile Pentium III 700 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.70,0.5,L2 Cache,N/A
"Mobile Pentium III 700 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.70,0.25,L2 Cache,N/A
"Mobile Pentium III 650 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.65,0.25,L2 Cache,N/A
"Mobile Pentium III LV 600 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.60,0.25,L2 Cache,N/A
"Mobile Pentium III 600 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.60,0.25,L2 Cache,N/A
"Mobile Pentium III 850 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.85,0.25,L2 Cache,N/A
"Mobile Pentium III - M ULV 700 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.65,0.25,L2 Cache,N/A
"Mobile Pentium III 500 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.50,0.25,L2 Cache,N/A
"Mobile Pentium III 450 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.45,0.25,L2 Cache,N/A
"Mobile Pentium III 400 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.40,0.25,L2 Cache,N/A
"Pentium II 450 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.45,0.5,L2 Cache,N/A
"Pentium II 400 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.40,0.5,L2 Cache,N/A
"Pentium II 350 MHz, 512K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.35,0.5,L2 Cache,N/A
"Pentium II 333 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.333,0.5,L2 Cache,N/A
"Pentium II 300 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.30,0.5,L2 Cache,N/A
"Pentium II 266 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.266,0.5,L2 Cache,N/A
"Pentium II 233 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.233,0.5,L2 Cache,N/A
"Mobile Pentium II 400 MHz, 256K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.40,0.25,L2 Cache,N/A
"Mobile Pentium II 366 MHz, 256K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.366,0.25,L2 Cache,N/A
"Mobile Pentium II 333 MHz, 256K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.333,0.25,L2 Cache,N/A
"Mobile Pentium II 300 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.30,0.5,L2 Cache,N/A
"Mobile Pentium II 300 MHz, 256K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.30,0.25,L2 Cache,N/A
"Mobile Pentium II 266 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.266,0.5,L2 Cache,N/A
"Mobile Pentium II 266 MHz, 256K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.266,0.25,L2 Cache,N/A
"Mobile Pentium II 233 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.233,0.5,L2 Cache,N/A
Pentium D 960,Discontinued,Q2'06,2,N/A,3.60,4,L2 Cache,N/A
Pentium D 950,Discontinued,Q1'06,2,N/A,3.40,4,L2 Cache,N/A
Pentium D 945,Discontinued,Q3'06,2,N/A,3.40,4,L2 Cache,N/A
Pentium D 940,Discontinued,Q1'06,2,N/A,3.20,4,L2 Cache,N/A
Pentium D 935,Discontinued,Q1'07,2,N/A,3.20,4,L2 Cache,N/A
Pentium D 930,Discontinued,Q1'06,2,N/A,3.00,4,L2 Cache,N/A
Pentium D 925,Discontinued,Q3'06,2,N/A,3.00,4,L2 Cache,N/A
Pentium D 920,Discontinued,Q1'06,2,N/A,2.80,4,L2 Cache,N/A
Pentium D 915,Discontinued,Q3'06,2,N/A,2.80,4,L2 Cache,N/A
Pentium D 840,Discontinued,Q2'05,2,N/A,3.20,2,L2 Cache,N/A
Pentium D 830,Discontinued,Q2'05,2,N/A,3.00,2,L2 Cache,N/A
Pentium D 820,Discontinued,Q2'05,2,N/A,2.80,2,L2 Cache,N/A
Pentium D 805,Discontinued,Q1'05,2,N/A,2.66,2,L2 Cache,N/A
"Pentium M 1.70 GHz, 1M Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.70,1,L2 Cache,N/A
"Pentium M 1.60 GHz, 1M Cache, 400 MHz FSB",Discontinued,Q2'03,1,N/A,1.60,1,L2 Cache,N/A
"Pentium M 1.50 GHz, 1M Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.50,1,L2 Cache,N/A
"Pentium M 1.40 GHz, 1M Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.40,1,L2 Cache,N/A
"Pentium M 1.30 GHz, 1M Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.30,1,L2 Cache,N/A
"Pentium M LV 1.20 GHz, 1M Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.20,1,L2 Cache,N/A
"Pentium M LV 1.10 GHz, 1M Cache, 400 MHz FSB",Discontinued,Q2'03,1,N/A,1.10,1,L2 Cache,N/A
"Pentium M ULV 1.00 GHz, 1M Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.00,1,L2 Cache,N/A
"Pentium M ULV 900 MHz, 1M Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,0.90,1,L2 Cache,N/A
Pentium M 780,Discontinued,N/A,1,N/A,2.26,2,L2 Cache,N/A
Pentium M LV 778,Discontinued,N/A,1,N/A,1.60,2,L2 Cache,N/A
Pentium M ULV 773,Discontinued,N/A,1,N/A,1.30,2,L2 Cache,N/A
Pentium M 770,Discontinued,N/A,1,N/A,2.13,2,L2 Cache,N/A
Pentium M 765,Discontinued,N/A,1,N/A,2.10,2,L2 Cache,N/A
Pentium M 760,Discontinued,Q2'04,1,N/A,2.00,2,L2 Cache,N/A
Pentium M LV 758,Discontinued,N/A,1,N/A,1.50,2,L2 Cache,N/A
Pentium M 755,Discontinued,N/A,1,N/A,2.00,2,L2 Cache,N/A
Pentium M ULV 753,Discontinued,N/A,1,N/A,1.20,2,L2 Cache,N/A
Pentium M 750,Discontinued,N/A,1,N/A,1.86,2,L2 Cache,N/A
Pentium M 745A,Discontinued,Q2'04,1,N/A,1.80,2,L2 Cache,N/A
Pentium M 745,Discontinued,Q2'04,1,N/A,1.80,2,L2 Cache,N/A
Pentium M 740,Discontinued,N/A,1,N/A,1.73,2,L2 Cache,N/A
Pentium M LV 738,Discontinued,Q2'04,1,N/A,1.40,2,L2 Cache,N/A
Pentium M 735,Discontinued,N/A,1,N/A,1.70,2,L2 Cache,N/A
Pentium M ULV 733/733J,Discontinued,N/A,1,N/A,1.10,2,L2 Cache,N/A
Pentium M 730,Discontinued,N/A,1,N/A,1.60,2,L2 Cache,N/A
Pentium M 725,Discontinued,Q2'04,1,N/A,1.60,2,L2 Cache,N/A
Pentium M ULV 723,Discontinued,N/A,1,N/A,1.00,2,L2 Cache,N/A
Pentium M LV 718,Discontinued,N/A,1,N/A,1.30,1,L2 Cache,N/A
Pentium M 715,Discontinued,N/A,1,N/A,1.50,2,L2 Cache,N/A
Pentium M ULV 713,Discontinued,N/A,1,N/A,1.10,1,L2 Cache,N/A
Pentium M 705,Discontinued,N/A,1,N/A,1.50,1,L2 Cache,N/A
Pentium 965 Extreme Edition,Discontinued,Q1'06,2,N/A,3.73,4,L2 Cache,N/A
Pentium 955 Extreme Edition,Discontinued,Q1'06,2,N/A,3.46,4,L2 Cache,N/A
Pentium 840 Extreme Edition,Discontinued,Q2'05,2,N/A,3.20,2,L2 Cache,N/A
"Pentium with MMX Technology 300 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.30,N/A,N/A,N/A
"Pentium with MMX Technology 266 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.266,N/A,N/A,N/A
"Pentium with MMX Technology 233 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.233,0.5,L2 Cache,N/A
"Pentium with MMX Technology 200 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.20,0.5,L2 Cache,N/A
"Pentium with MMX Technology 166 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.166,0.5,L2 Cache,N/A
"Pentium with MMX Technology 150 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.15,N/A,N/A,N/A
"Pentium with MMX Technology 133 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.133,N/A,N/A,N/A
"Pentium Pro 200 MHz, 1M Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.20,1,L2 Cache,N/A
"Pentium Pro 200 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.20,0.5,L2 Cache,N/A
"Pentium Pro 200 MHz, 256K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.20,0.25,L2 Cache,N/A
"Pentium Pro 180 MHz, 256K Cache, 60 MHz FSB",Discontinued,N/A,1,N/A,0.18,0.25,L2 Cache,N/A
"Pentium Pro 166 MHz, 512K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.166,0.5,L2 Cache,N/A
"Pentium Pro 150 MHz, 256K Cache, 60 MHz FSB",Discontinued,N/A,1,N/A,0.15,0.25,L2 Cache,N/A
Pentium 997,Launched,Q3'12,2,N/A,1.60,2,L3 Cache,Intel HD Graphics for 2nd Gen Intel Processors
Pentium 987,Launched,Q3'12,2,N/A,1.50,2,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Pentium 977,Launched,Q1'12,2,N/A,1.40,2,L3 Cache,Intel HD Graphics for 2nd Gen Intel Processors
Pentium 967,Launched,Q4'11,2,N/A,1.30,2,L3 Cache,Intel HD Graphics for 2nd Gen Intel Processors
Pentium 957,Launched,Q2'11,2,N/A,1.20,2,L2 Cache,Intel HD Graphics for 2nd Gen Intel Processors
"Pentium 150 MHz, 60 MHz FSB",Discontinued,N/A,1,N/A,0.15,N/A,N/A,N/A
"Pentium 120 MHz, 60 MHz FSB",Discontinued,N/A,1,N/A,0.12,N/A,N/A,N/A
"Pentium 100 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.10,N/A,N/A,N/A
"Pentium 100 MHz, 50 MHz FSB",Discontinued,N/A,1,N/A,0.10,N/A,N/A,N/A
"Pentium 90 MHz, 60 MHz FSB",Discontinued,N/A,1,N/A,0.09,N/A,N/A,N/A
"Pentium 75 MHz, 50 MHz FSB",Discontinued,N/A,1,N/A,0.075,N/A,N/A,N/A
